lineId,season,name,team,position,situation,games_played,icetime,iceTimeRank,xGoalsPercentage,corsiPercentage,fenwickPercentage,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
847842084800278482740,2025,Robertson-Johnston-Rantanen,DAL,line,5on5,5,949.0,44.0,0.61,0.63,0.58,7.45,0.48,0.5,2.14,0.28,4.45,3.15,0.48,0.48,0.47,7.0,4.0,8.0,19.0,0.0,0.0,0.0,3.0,0.0,4.0,4.0,7.0,11.0,1.0,2.0,8.0,6.0,1.0,2.0,8.0,3.0,0.0,0.21,0.27,0.0,0.0,0.0,0.0,18.98,11.0,10.9,1.0,0.1,0.0,0.0,0.59,0.58,0.57,5.94,0.31,0.38,1.55,0.19,3.25,2.32,0.31,0.31,0.31,4.0,4.0,3.0,11.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,4.0,8.0,0.0,0.0,10.0,6.0,1.0,3.0,7.0,1.0,0.0,0.22,0.09,0.0,0.0,0.0,0.0,11.16,8.0,8.16,1.0,0.08,0.0,0.0,0.39,0.39,0.39
847856984809808481481,2025,Dewar-Acciari-Lizotte,PIT,line,5on5,6,3000.0,15.0,0.61,0.65,0.61,25.61,1.75,1.62,6.21,0.89,14.76,10.77,1.73,1.8,1.79,19.0,17.0,19.0,55.0,0.0,2.0,0.0,3.0,0.0,16.0,15.0,19.0,36.0,3.0,6.0,27.0,48.0,4.0,12.0,29.0,7.0,0.0,0.89,0.86,0.0,0.0,0.0,0.0,56.06,36.0,36.84,4.0,0.34,0.18,0.18,1.91,1.97,1.97,16.62,1.1,0.97,4.55,0.54,8.82,7.01,1.09,1.09,1.07,13.0,10.0,7.0,30.0,2.0,1.0,0.0,1.0,0.0,8.0,11.0,11.0,21.0,3.0,6.0,24.0,49.0,3.0,14.0,20.0,1.0,2.0,0.46,0.17,0.47,2.0,0.0,0.0,29.33,23.0,22.65,6.0,0.2,0.17,0.17,1.13,1.12,1.11
84783968478397,2025,Hanifin-Andersson,VGK,pairing,5on5,5,5310.0,6.0,0.46,0.52,0.5,39.16,2.32,2.52,9.69,1.38,21.84,16.26,2.31,2.33,2.32,37.0,17.0,27.0,81.0,4.0,1.0,0.0,12.0,0.0,17.0,20.0,33.0,50.0,6.0,12.0,49.0,52.0,6.0,29.0,46.0,7.0,1.0,1.3,0.81,0.21,2.0,1.0,1.0,80.14,54.0,53.9,16.0,0.52,0.06,0.06,2.78,2.79,2.77,38.82,2.73,2.5,9.94,1.4,21.26,16.17,2.67,2.81,2.75,33.0,21.0,22.0,76.0,5.0,2.0,0.0,9.0,0.0,23.0,15.0,28.0,49.0,8.0,16.0,51.0,62.0,9.0,28.0,41.0,13.0,0.0,1.18,1.56,0.0,3.0,2.0,0.0,77.44,54.0,54.85,14.0,0.52,0.21,0.21,3.04,3.12,3.06
847534384769258482062,2025,Sissons-Dowd-Smith,VGK,line,5on5,5,2447.0,12.0,0.53,0.49,0.51,20.06,1.69,1.54,5.29,0.79,11.57,8.11,1.59,1.69,1.59,17.0,12.0,11.0,40.0,2.0,2.0,1.0,5.0,0.0,13.0,7.0,15.0,27.0,4.0,10.0,32.0,37.0,1.0,10.0,23.0,4.0,2.0,0.6,0.46,0.64,1.0,0.0,1.0,40.32,29.0,29.5,6.0,0.32,0.37,0.37,1.64,1.65,1.63,20.91,1.5,1.07,5.64,0.67,10.6,8.51,1.48,1.55,1.53,19.0,9.0,13.0,41.0,1.0,3.0,0.0,2.0,0.0,11.0,11.0,18.0,27.0,0.0,0.0,24.0,34.0,3.0,12.0,22.0,5.0,1.0,0.44,0.71,0.35,0.0,1.0,0.0,42.01,28.0,28.8,7.0,0.22,0.66,0.66,1.07,1.1,1.1
847796484784038481604,2025,Barbashev-Eichel-Dorofeyev,VGK,line,5on5,5,1180.0,44.0,0.52,0.49,0.48,11.5,1.0,0.81,3.17,0.35,5.81,3.86,0.97,1.03,1.0,12.0,3.0,3.0,18.0,2.0,0.0,0.0,6.0,0.0,1.0,6.0,10.0,13.0,0.0,0.0,13.0,11.0,2.0,6.0,12.0,1.0,2.0,0.37,0.12,0.51,1.0,0.0,1.0,18.57,15.0,15.53,5.0,0.17,0.0,0.0,1.17,1.2,1.17,10.88,0.92,0.65,3.3,0.4,6.3,4.43,0.87,0.98,0.92,9.0,7.0,3.0,19.0,0.0,2.0,0.0,0.0,0.0,7.0,7.0,9.0,16.0,1.0,2.0,14.0,15.0,3.0,3.0,14.0,1.0,1.0,0.37,0.11,0.44,0.0,0.0,0.0,18.85,16.0,15.86,0.0,0.13,0.56,0.56,0.5,0.5,0.49
84745788479398,2025,Girard-Karlsson,PIT,pairing,5on5,5,650.0,30.0,0.18,0.4,0.44,5.53,0.19,0.22,1.34,0.2,2.54,2.51,0.18,0.18,0.18,4.0,3.0,1.0,8.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,4.0,7.0,0.0,0.0,1.0,4.0,1.0,2.0,7.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,7.62,7.0,6.66,1.0,0.04,0.07,0.07,0.16,0.16,0.16,6.44,0.84,0.4,1.6,0.25,3.33,2.58,0.82,0.82,0.79,7.0,2.0,3.0,12.0,0.0,1.0,0.0,1.0,0.0,3.0,4.0,7.0,9.0,0.0,0.0,3.0,9.0,1.0,0.0,7.0,0.0,2.0,0.22,0.0,0.62,0.0,0.0,0.0,12.44,9.0,9.19,0.0,0.08,0.4,0.4,0.52,0.52,0.51
84803368480817,2025,Miller-Walker,CAR,pairing,5on5,4,3919.0,5.0,0.49,0.59,0.58,40.57,2.84,2.46,11.41,1.42,22.25,15.62,2.66,2.81,2.63,29.0,27.0,26.0,82.0,2.0,4.0,0.0,8.0,0.0,26.0,16.0,27.0,54.0,4.0,11.0,30.0,45.0,4.0,17.0,47.0,5.0,4.0,1.19,0.65,1.0,1.0,1.0,0.0,82.46,56.0,56.57,6.0,0.51,0.76,0.76,2.59,2.58,2.51,30.88,2.95,2.07,8.16,1.03,15.14,10.64,2.8,2.98,2.83,23.0,17.0,16.0,56.0,0.0,5.0,0.0,3.0,0.0,15.0,17.0,23.0,40.0,4.0,11.0,45.0,54.0,3.0,12.0,28.0,9.0,3.0,0.85,1.36,0.74,0.0,0.0,0.0,54.99,40.0,39.28,8.0,0.44,1.02,1.02,2.37,2.37,2.34
847647984769818478133,2025,Danault-Evans-Anderson,MTL,line,5on5,5,2121.0,17.0,0.41,0.42,0.44,12.65,0.94,0.84,3.08,0.42,6.92,4.81,0.91,0.96,0.94,12.0,5.0,8.0,25.0,2.0,1.0,0.0,3.0,0.0,5.0,6.0,10.0,15.0,5.0,10.0,22.0,35.0,2.0,9.0,12.0,5.0,0.0,0.3,0.63,0.0,0.0,2.0,0.0,25.28,17.0,17.19,5.0,0.17,0.15,0.15,0.96,0.98,0.96,17.03,1.35,0.82,4.75,0.56,8.39,6.13,1.24,1.29,1.18,12.0,10.0,12.0,34.0,0.0,1.0,0.0,4.0,0.0,11.0,6.0,12.0,22.0,4.0,8.0,16.0,25.0,5.0,7.0,16.0,4.0,2.0,0.37,0.48,0.5,0.0,0.0,0.0,33.1,22.0,21.39,4.0,0.17,0.27,0.27,1.25,1.2,1.16
84763728478454,2025,Seeler-Juulsen,PHI,pairing,5on5,4,2014.0,11.0,0.45,0.33,0.37,8.08,0.55,0.45,2.09,0.29,4.01,3.61,0.54,0.53,0.52,9.0,2.0,6.0,17.0,1.0,0.0,0.0,3.0,0.0,4.0,3.0,8.0,10.0,3.0,6.0,13.0,33.0,4.0,10.0,9.0,1.0,1.0,0.18,0.12,0.26,1.0,0.0,0.0,16.85,11.0,10.87,4.0,0.09,0.0,0.0,0.64,0.62,0.61,13.41,0.68,0.76,3.44,0.44,8.05,5.63,0.68,0.7,0.69,12.0,7.0,16.0,35.0,0.0,0.0,0.0,3.0,0.0,9.0,7.0,12.0,19.0,1.0,2.0,15.0,21.0,2.0,8.0,17.0,2.0,0.0,0.45,0.23,0.0,0.0,0.0,0.0,35.57,19.0,19.32,4.0,0.15,0.0,0.0,0.84,0.86,0.85
847842784808308482093,2025,Jarvis-Aho-Svechnikov,CAR,line,5on5,4,2816.0,6.0,0.34,0.47,0.47,23.31,1.49,1.38,6.38,0.79,13.36,9.61,1.43,1.49,1.44,17.0,16.0,17.0,50.0,0.0,1.0,0.0,4.0,0.0,17.0,11.0,17.0,33.0,6.0,12.0,14.0,32.0,3.0,14.0,27.0,5.0,1.0,0.81,0.46,0.22,0.0,0.0,0.0,51.4,33.0,33.68,4.0,0.28,0.22,0.22,1.55,1.57,1.52,28.77,2.92,1.94,7.55,0.96,13.91,9.72,2.68,2.94,2.69,21.0,16.0,19.0,56.0,1.0,6.0,0.0,1.0,0.0,12.0,17.0,20.0,36.0,2.0,4.0,28.0,34.0,2.0,16.0,28.0,1.0,8.0,0.9,0.11,1.91,1.0,0.0,0.0,55.44,37.0,36.43,8.0,0.41,1.45,1.45,1.88,1.91,1.88
847418984763938480188,2025,Zetterlund-Eller-Cousins,OTT,line,5on5,4,702.0,30.0,0.73,0.62,0.58,10.77,1.19,0.59,3.23,0.38,4.68,3.93,0.98,1.16,0.96,12.0,2.0,4.0,18.0,0.0,2.0,0.0,1.0,0.0,7.0,4.0,12.0,14.0,2.0,4.0,7.0,14.0,0.0,5.0,11.0,1.0,2.0,0.2,0.16,0.82,0.0,0.0,0.0,17.7,14.0,13.79,3.0,0.13,0.82,0.82,0.49,0.5,0.48,7.23,0.43,0.44,2.05,0.23,3.87,2.98,0.42,0.44,0.44,5.0,5.0,1.0,11.0,0.0,1.0,0.0,1.0,0.0,4.0,4.0,5.0,10.0,0.0,0.0,6.0,15.0,0.0,5.0,8.0,2.0,0.0,0.25,0.18,0.0,0.0,0.0,0.0,11.11,10.0,10.14,2.0,0.09,0.1,0.1,0.42,0.43,0.43
847575484775018479525,2025,Colton-Nelson-Nichushkin,COL,line,5on5,2,970.0,6.0,0.52,0.53,0.56,10.42,0.76,0.6,3.16,0.34,5.23,3.9,0.69,0.84,0.76,6.0,8.0,4.0,18.0,0.0,1.0,0.0,1.0,0.0,8.0,4.0,6.0,14.0,2.0,4.0,11.0,10.0,0.0,3.0,13.0,0.0,1.0,0.36,0.0,0.4,0.0,0.0,0.0,19.72,14.0,15.2,2.0,0.13,0.4,0.4,0.49,0.53,0.51,8.17,0.7,0.44,2.49,0.26,4.12,3.0,0.69,0.63,0.62,7.0,4.0,5.0,16.0,0.0,0.0,0.0,3.0,0.0,5.0,3.0,7.0,11.0,2.0,4.0,12.0,15.0,2.0,1.0,9.0,1.0,1.0,0.23,0.09,0.38,0.0,0.0,0.0,14.37,11.0,10.02,0.0,0.09,0.0,0.0,0.79,0.71,0.71
847794984794208481522,2025,Krebs-Thompson-Tuch,BUF,line,5on5,5,3270.0,9.0,0.56,0.52,0.57,35.6,2.86,2.25,9.46,1.17,17.93,13.33,2.65,2.92,2.7,31.0,16.0,19.0,66.0,4.0,4.0,0.0,7.0,1.0,22.0,9.0,27.0,43.0,6.0,10.0,25.0,42.0,4.0,15.0,37.0,7.0,3.0,1.11,0.87,0.88,2.0,2.0,0.0,66.8,47.0,47.53,5.0,0.48,0.82,0.82,2.52,2.56,2.49,26.04,2.21,1.71,6.34,0.85,13.88,10.01,2.15,2.28,2.21,22.0,13.0,25.0,60.0,0.0,2.0,0.0,3.0,0.0,17.0,13.0,22.0,35.0,2.0,4.0,30.0,31.0,5.0,15.0,27.0,4.0,4.0,0.71,0.49,1.01,0.0,0.0,0.0,60.91,35.0,35.93,8.0,0.35,0.44,0.44,2.12,2.18,2.13
84706138476967,2025,Kulak-Burns,COL,pairing,5on5,2,612.0,7.0,0.77,0.5,0.53,6.05,0.96,0.49,1.67,0.22,2.5,2.17,0.88,1.07,0.97,4.0,4.0,5.0,13.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,3.0,7.0,1.0,2.0,8.0,10.0,1.0,0.0,6.0,0.0,2.0,0.24,0.0,0.72,0.0,0.0,1.0,14.63,8.0,8.93,0.0,0.11,0.72,0.72,0.35,0.38,0.37,5.49,0.29,0.36,1.95,0.18,2.4,1.82,0.27,0.27,0.25,4.0,3.0,6.0,13.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,4.0,7.0,0.0,0.0,6.0,8.0,0.0,3.0,6.0,1.0,0.0,0.14,0.15,0.0,0.0,0.0,0.0,11.68,7.0,6.45,2.0,0.08,0.15,0.15,0.22,0.2,0.19
847398684757988484762,2025,Killorn-Granlund-Sennecke,ANA,line,5on5,6,4088.0,9.0,0.48,0.54,0.55,42.49,3.06,2.61,11.02,1.45,22.65,16.23,2.98,3.0,2.92,33.0,24.0,19.0,76.0,1.0,3.0,1.0,13.0,1.0,14.0,25.0,32.0,56.0,3.0,6.0,32.0,34.0,4.0,18.0,46.0,9.0,2.0,1.37,1.08,0.61,0.0,0.0,1.0,75.28,57.0,56.57,9.0,0.54,0.64,0.64,2.96,2.94,2.88,33.28,3.28,2.02,7.56,1.13,18.1,13.92,3.24,3.33,3.29,30.0,16.0,18.0,64.0,6.0,2.0,2.0,12.0,0.0,12.0,14.0,24.0,40.0,4.0,8.0,45.0,48.0,9.0,20.0,35.0,6.0,5.0,0.9,0.76,1.62,2.0,1.0,3.0,64.89,46.0,46.42,8.0,0.42,0.81,0.81,2.88,2.96,2.94
84772208478507,2025,Schmidt-Marino,UTA,pairing,5on5,5,4474.0,8.0,0.64,0.53,0.53,41.84,3.86,2.7,11.42,1.55,22.29,16.17,3.72,3.94,3.79,36.0,22.0,23.0,81.0,2.0,7.0,1.0,9.0,0.0,19.0,21.0,34.0,56.0,2.0,4.0,37.0,46.0,5.0,17.0,42.0,12.0,4.0,1.22,1.45,1.19,1.0,0.0,1.0,82.16,58.0,58.74,11.0,0.57,1.44,1.44,3.0,3.0,2.95,37.27,2.17,2.31,9.68,1.27,21.03,14.54,2.12,2.16,2.11,32.0,19.0,20.0,71.0,1.0,1.0,0.0,14.0,0.0,19.0,16.0,31.0,50.0,5.0,10.0,51.0,44.0,2.0,21.0,46.0,4.0,1.0,1.4,0.47,0.3,1.0,0.0,0.0,71.12,51.0,51.2,11.0,0.48,0.06,0.06,2.59,2.57,2.52
847749684779568479987,2025,Geekie-Lindholm-Pastrnak,BOS,line,5on5,5,2121.0,31.0,0.34,0.35,0.33,11.96,1.07,0.81,3.19,0.47,6.78,4.67,1.03,1.14,1.1,10.0,7.0,7.0,24.0,2.0,2.0,1.0,0.0,0.0,9.0,4.0,8.0,15.0,4.0,8.0,21.0,20.0,1.0,11.0,13.0,3.0,1.0,0.33,0.5,0.23,0.0,2.0,0.0,24.64,17.0,17.73,5.0,0.17,0.21,0.21,1.03,1.08,1.07,26.07,2.06,1.69,6.89,0.83,14.05,9.48,1.88,2.09,1.9,17.0,18.0,10.0,45.0,2.0,5.0,0.0,9.0,0.0,11.0,8.0,15.0,33.0,2.0,4.0,19.0,25.0,4.0,7.0,28.0,5.0,2.0,0.79,0.61,0.65,2.0,0.0,0.0,44.86,35.0,34.42,3.0,0.35,0.88,0.88,1.53,1.52,1.49
848265984835008484145,2025,Ostlund-Benson-Doan,BUF,line,5on5,3,1123.0,14.0,0.72,0.74,0.77,12.37,0.99,0.89,3.42,0.4,6.69,4.61,0.95,1.11,1.06,13.0,4.0,3.0,20.0,2.0,2.0,1.0,4.0,0.0,6.0,3.0,11.0,15.0,2.0,4.0,3.0,6.0,2.0,2.0,13.0,3.0,1.0,0.34,0.41,0.24,1.0,0.0,1.0,22.99,17.0,18.9,0.0,0.19,0.41,0.41,0.77,0.85,0.84,3.86,0.38,0.19,1.01,0.13,1.72,1.56,0.35,0.34,0.31,4.0,1.0,2.0,7.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,4.0,5.0,2.0,4.0,12.0,15.0,2.0,6.0,3.0,2.0,0.0,0.06,0.32,0.0,0.0,0.0,0.0,6.31,5.0,4.48,2.0,0.04,0.16,0.16,0.26,0.23,0.23
84769028480950,2025,Lindell-Lyubushkin,DAL,pairing,5on5,2,872.0,8.0,0.62,0.4,0.45,6.91,0.53,0.43,1.79,0.22,3.57,2.46,0.52,0.53,0.52,7.0,2.0,1.0,10.0,1.0,1.0,0.0,2.0,0.0,4.0,1.0,6.0,8.0,0.0,0.0,8.0,9.0,1.0,3.0,7.0,2.0,0.0,0.17,0.36,0.0,0.0,1.0,0.0,9.88,9.0,8.99,1.0,0.09,0.19,0.19,0.43,0.45,0.45,7.33,0.33,0.43,1.95,0.26,4.7,3.33,0.33,0.32,0.32,5.0,6.0,4.0,15.0,0.0,0.0,0.0,1.0,0.0,7.0,3.0,5.0,11.0,0.0,0.0,9.0,11.0,1.0,5.0,11.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,15.12,11.0,11.15,1.0,0.09,0.0,0.0,0.41,0.4,0.4
847517284774768478462,2025,Lehkonen-Roy-Kadri,COL,line,5on5,3,731.0,27.0,0.96,0.86,0.84,11.61,0.93,0.71,3.09,0.38,6.28,4.62,0.9,1.03,0.99,10.0,6.0,2.0,18.0,2.0,1.0,1.0,0.0,0.0,11.0,2.0,8.0,14.0,0.0,0.0,4.0,4.0,2.0,1.0,14.0,1.0,1.0,0.46,0.14,0.33,1.0,0.0,1.0,20.07,16.0,17.77,0.0,0.15,0.33,0.33,0.75,0.83,0.82,2.16,0.04,0.11,0.56,0.06,1.3,0.92,0.04,0.04,0.04,2.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,3.0,1.0,2.0,11.0,9.0,0.0,2.0,3.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,2.86,3.0,2.86,2.0,0.02,0.0,0.0,0.06,0.06,0.06
847342284757658483525,2025,Tarasenko-Foligno-Yurov,MIN,line,5on5,2,928.0,7.0,0.27,0.27,0.22,2.77,0.16,0.17,0.65,0.07,1.77,1.18,0.16,0.15,0.15,3.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,4.0,2.0,4.0,4.0,12.0,0.0,7.0,3.0,1.0,0.0,0.04,0.13,0.0,0.0,0.0,0.0,5.6,4.0,3.72,5.0,0.04,0.0,0.0,0.2,0.18,0.18,8.58,0.43,0.66,2.04,0.37,6.51,3.99,0.38,0.46,0.4,7.0,7.0,2.0,16.0,0.0,2.0,0.0,3.0,0.0,4.0,5.0,7.0,14.0,2.0,4.0,7.0,7.0,2.0,4.0,13.0,1.0,0.0,0.35,0.09,0.0,0.0,0.0,0.0,16.61,14.0,14.43,3.0,0.13,0.03,0.03,0.53,0.56,0.49
847646184768228477903,2025,Couturier-Glendening-Hathaway,PHI,line,5on5,5,2356.0,13.0,0.41,0.33,0.33,11.0,1.11,0.69,2.55,0.36,5.34,3.94,1.09,1.09,1.07,9.0,5.0,7.0,21.0,1.0,2.0,0.0,0.0,0.0,4.0,7.0,8.0,13.0,8.0,16.0,38.0,42.0,1.0,11.0,9.0,3.0,2.0,0.16,0.4,0.55,1.0,0.0,0.0,20.99,14.0,13.86,7.0,0.15,0.5,0.5,0.76,0.78,0.78,20.46,1.61,1.48,5.87,0.76,11.46,7.84,1.54,1.63,1.56,13.0,16.0,13.0,42.0,0.0,2.0,0.0,4.0,0.0,11.0,12.0,13.0,29.0,3.0,6.0,24.0,25.0,2.0,10.0,23.0,4.0,2.0,0.57,0.53,0.5,0.0,0.0,0.0,41.66,29.0,28.76,4.0,0.31,0.18,0.18,1.74,1.76,1.73
847796484784038479353,2025,Barbashev-Eichel-Howden,VGK,line,5on5,2,874.0,7.0,0.46,0.54,0.52,7.94,0.52,0.56,2.3,0.33,4.99,3.3,0.51,0.55,0.54,8.0,4.0,8.0,20.0,2.0,2.0,0.0,1.0,0.0,5.0,2.0,6.0,10.0,1.0,2.0,11.0,8.0,0.0,5.0,10.0,2.0,0.0,0.32,0.2,0.0,1.0,1.0,0.0,20.31,12.0,12.38,4.0,0.11,0.13,0.13,0.5,0.53,0.52,7.81,0.6,0.48,1.95,0.28,4.39,3.31,0.58,0.61,0.59,7.0,4.0,6.0,17.0,1.0,0.0,0.0,1.0,0.0,8.0,1.0,6.0,10.0,1.0,2.0,8.0,10.0,0.0,1.0,7.0,4.0,0.0,0.21,0.39,0.0,1.0,0.0,0.0,17.04,11.0,11.05,0.0,0.1,0.0,0.0,0.7,0.72,0.7
848152384827378482775,2025,Dach-Kapanen-Bolduc,MTL,line,5on5,2,760.0,8.0,0.84,0.5,0.56,3.86,0.51,0.24,1.03,0.14,1.84,1.24,0.51,0.54,0.53,3.0,2.0,5.0,10.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,3.0,5.0,8.0,16.0,5.0,12.0,0.0,2.0,3.0,1.0,1.0,0.05,0.15,0.32,0.0,0.0,0.0,10.28,5.0,5.09,0.0,0.05,0.47,0.47,0.1,0.1,0.1,2.96,0.1,0.15,0.81,0.09,1.66,1.19,0.1,0.09,0.09,4.0,0.0,6.0,10.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,4.0,8.0,16.0,3.0,9.0,0.0,4.0,4.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,9.65,4.0,3.83,1.0,0.03,0.0,0.0,0.13,0.12,0.12
847645384785198479542,2025,Hagel-Cirelli-Kucherov,TBL,line,5on5,4,1073.0,20.0,0.8,0.7,0.68,11.43,0.84,0.73,3.33,0.47,6.77,4.87,0.83,0.81,0.8,12.0,5.0,9.0,26.0,3.0,2.0,1.0,2.0,0.0,9.0,1.0,9.0,14.0,3.0,6.0,16.0,7.0,1.0,3.0,13.0,4.0,0.0,0.35,0.48,0.0,3.0,0.0,0.0,25.66,17.0,16.59,1.0,0.15,0.12,0.12,0.87,0.84,0.84,5.91,0.21,0.26,1.9,0.18,3.06,2.39,0.2,0.21,0.2,3.0,5.0,3.0,11.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,3.0,8.0,2.0,4.0,8.0,8.0,0.0,7.0,8.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,11.15,8.0,8.16,3.0,0.06,0.0,0.0,0.26,0.27,0.25
847576584774468478508,2025,Trenin-Mccarron-Tarasenko,MIN,line,5on5,2,665.0,8.0,0.59,0.58,0.62,5.77,0.49,0.36,1.55,0.22,2.98,2.39,0.47,0.48,0.46,6.0,2.0,3.0,11.0,2.0,1.0,1.0,0.0,0.0,3.0,2.0,4.0,6.0,1.0,2.0,10.0,5.0,1.0,2.0,5.0,2.0,1.0,0.05,0.19,0.25,0.0,1.0,1.0,11.15,8.0,8.02,2.0,0.08,0.25,0.25,0.32,0.32,0.32,3.78,0.35,0.24,0.94,0.13,1.99,1.36,0.34,0.33,0.32,5.0,0.0,3.0,8.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,5.0,5.0,0.0,0.0,7.0,10.0,1.0,4.0,4.0,1.0,0.0,0.16,0.19,0.0,0.0,0.0,0.0,7.54,5.0,4.72,2.0,0.05,0.19,0.19,0.21,0.2,0.2
847841384793598482623,2025,Malenstyn-Dunne-Greenway,BUF,line,5on5,2,754.0,8.0,0.86,0.61,0.64,6.58,0.33,0.49,1.63,0.21,3.87,2.48,0.32,0.3,0.29,5.0,4.0,2.0,11.0,1.0,1.0,0.0,3.0,0.0,3.0,1.0,4.0,8.0,3.0,9.0,5.0,17.0,2.0,4.0,8.0,1.0,0.0,0.19,0.14,0.0,1.0,0.0,0.0,9.91,9.0,8.22,2.0,0.1,0.02,0.02,0.41,0.37,0.36,3.5,0.05,0.17,1.13,0.12,2.07,1.46,0.05,0.06,0.06,4.0,1.0,2.0,7.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,4.0,5.0,6.0,15.0,10.0,13.0,0.0,3.0,5.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,7.48,5.0,5.28,1.0,0.03,0.0,0.0,0.09,0.1,0.1
848006884827458483445,2025,Gauthier-Poehling-Mctavish,ANA,line,5on5,3,859.0,23.0,0.4,0.44,0.48,8.61,0.49,0.51,2.39,0.32,4.76,3.53,0.49,0.5,0.49,5.0,7.0,3.0,15.0,1.0,1.0,0.0,1.0,0.0,4.0,5.0,4.0,11.0,0.0,0.0,8.0,11.0,0.0,1.0,10.0,2.0,0.0,0.29,0.2,0.0,0.0,1.0,0.0,15.64,12.0,12.44,1.0,0.11,0.03,0.03,0.57,0.58,0.57,9.25,0.73,0.67,2.04,0.31,5.23,4.02,0.72,0.71,0.7,9.0,4.0,6.0,19.0,1.0,0.0,0.0,2.0,0.0,5.0,5.0,8.0,12.0,2.0,4.0,9.0,12.0,2.0,3.0,10.0,2.0,1.0,0.27,0.25,0.21,0.0,1.0,0.0,17.96,13.0,12.53,0.0,0.14,0.0,0.0,0.87,0.84,0.84
