lineId,season,name,team,position,situation,games_played,icetime,iceTimeRank,xGoalsPercentage,corsiPercentage,fenwickPercentage,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
84815468482142,2025,York-Drysdale,PHI,pairing,5on5,6,5280.0,12.0,0.46,0.38,0.39,33.76,3.05,2.27,8.82,1.13,18.05,12.68,2.89,3.01,2.86,34.0,12.0,11.0,57.0,3.0,4.0,0.0,7.0,0.0,15.0,17.0,31.0,43.0,4.0,8.0,40.0,66.0,5.0,18.0,35.0,6.0,5.0,1.01,0.84,1.2,2.0,1.0,0.0,56.77,46.0,45.93,9.0,0.48,0.8,0.8,2.72,2.72,2.67,51.45,3.65,3.41,13.63,1.82,28.81,20.69,3.59,3.77,3.71,36.0,36.0,23.0,95.0,3.0,3.0,0.0,9.0,0.0,29.0,28.0,33.0,69.0,2.0,4.0,45.0,54.0,6.0,22.0,60.0,10.0,2.0,1.93,1.29,0.43,2.0,1.0,0.0,96.57,72.0,73.36,10.0,0.71,0.4,0.4,3.96,4.08,4.04
847516884800278482145,2025,Robertson-Bourque-Duchene,DAL,line,5on5,5,3595.0,8.0,0.62,0.55,0.56,30.66,2.29,2.05,8.14,1.07,16.98,12.47,2.23,2.27,2.21,26.0,17.0,13.0,56.0,2.0,5.0,0.0,10.0,0.0,8.0,18.0,24.0,41.0,6.0,12.0,28.0,22.0,4.0,14.0,34.0,8.0,1.0,1.06,1.0,0.23,2.0,0.0,0.0,55.94,43.0,43.11,5.0,0.43,0.54,0.54,2.18,2.16,2.11,24.66,1.42,1.49,6.1,0.83,13.53,10.63,1.38,1.38,1.34,25.0,9.0,12.0,46.0,0.0,2.0,0.0,2.0,0.0,21.0,9.0,25.0,34.0,3.0,6.0,32.0,40.0,3.0,13.0,27.0,6.0,1.0,0.49,0.71,0.23,0.0,0.0,0.0,46.15,34.0,33.91,5.0,0.3,0.29,0.29,1.43,1.4,1.36
84745638479998,2025,Anderson-Doughty,LAK,pairing,5on5,4,4189.0,4.0,0.48,0.45,0.39,27.51,2.5,1.66,6.94,0.87,13.06,9.97,2.35,2.4,2.25,24.0,11.0,28.0,63.0,0.0,3.0,0.0,6.0,0.0,14.0,12.0,24.0,35.0,5.0,10.0,36.0,49.0,5.0,18.0,26.0,4.0,5.0,0.62,0.46,1.41,0.0,0.0,0.0,60.14,35.0,33.52,11.0,0.35,0.82,0.82,2.03,1.91,1.89,38.59,2.66,2.57,10.83,1.29,21.36,15.3,2.6,2.68,2.62,32.0,22.0,24.0,78.0,2.0,3.0,1.0,9.0,1.0,23.0,16.0,30.0,52.0,4.0,8.0,42.0,41.0,8.0,20.0,46.0,6.0,2.0,1.35,0.67,0.63,1.0,0.0,1.0,80.97,54.0,55.64,12.0,0.54,0.82,0.82,2.37,2.44,2.42
847795684784018482177,2025,Khusnutdinov-Zacha-Pastrnak,BOS,line,5on5,1,973.0,1.0,0.79,0.65,0.67,12.03,1.08,0.88,2.76,0.39,6.34,4.54,1.06,1.13,1.1,10.0,6.0,4.0,20.0,1.0,3.0,0.0,1.0,0.0,3.0,8.0,9.0,15.0,0.0,0.0,9.0,11.0,2.0,6.0,11.0,4.0,1.0,0.4,0.44,0.25,0.0,1.0,0.0,20.31,16.0,16.16,2.0,0.18,0.36,0.36,0.91,0.95,0.94,5.49,0.29,0.37,1.38,0.2,3.35,2.42,0.29,0.28,0.28,3.0,5.0,3.0,11.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,3.0,8.0,0.0,0.0,11.0,9.0,1.0,5.0,6.0,2.0,0.0,0.09,0.21,0.0,0.0,0.0,0.0,10.89,8.0,7.97,1.0,0.08,0.0,0.0,0.37,0.36,0.36
848022084837318484387,2025,Bump-Cates-Michkov,PHI,line,5on5,1,647.0,4.0,0.35,0.28,0.29,5.23,0.71,0.3,1.22,0.16,2.73,1.88,0.69,0.68,0.66,6.0,1.0,0.0,7.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,5.0,6.0,0.0,0.0,3.0,9.0,2.0,3.0,5.0,1.0,1.0,0.19,0.12,0.4,1.0,0.0,0.0,6.85,7.0,6.87,2.0,0.06,0.4,0.4,0.37,0.35,0.35,12.27,1.32,0.85,2.62,0.41,6.89,4.9,1.24,1.39,1.3,9.0,8.0,1.0,18.0,0.0,3.0,0.0,2.0,0.0,9.0,3.0,9.0,17.0,0.0,0.0,6.0,4.0,1.0,2.0,12.0,4.0,1.0,0.41,0.46,0.46,0.0,0.0,0.0,18.58,17.0,17.52,1.0,0.18,0.7,0.7,0.8,0.84,0.83
84775078479369,2025,Zadorov-Peeke,BOS,pairing,5on5,5,4183.0,5.0,0.6,0.47,0.49,39.59,3.35,2.54,10.69,1.38,20.9,15.14,3.24,3.41,3.29,37.0,17.0,19.0,73.0,3.0,6.0,1.0,7.0,0.0,23.0,15.0,34.0,51.0,14.0,31.0,41.0,58.0,7.0,13.0,41.0,9.0,4.0,0.99,1.4,0.96,1.0,2.0,0.0,71.96,54.0,53.54,8.0,0.53,0.97,0.97,2.91,2.92,2.88,39.2,2.27,2.55,10.37,1.39,23.19,16.23,2.23,2.27,2.23,34.0,22.0,26.0,82.0,2.0,1.0,0.0,11.0,0.0,25.0,17.0,32.0,54.0,11.0,22.0,33.0,38.0,1.0,16.0,50.0,6.0,0.0,1.54,0.73,0.0,2.0,0.0,0.0,82.49,56.0,56.1,7.0,0.53,0.18,0.18,2.62,2.61,2.57
847840284784588483512,2025,Mcdavid-Roslovic-Savoie,EDM,line,5on5,3,613.0,31.0,0.25,0.39,0.35,4.94,0.24,0.26,1.2,0.16,2.93,2.22,0.24,0.26,0.26,3.0,4.0,2.0,9.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,7.0,0.0,0.0,2.0,2.0,0.0,5.0,7.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,9.24,7.0,7.28,3.0,0.05,0.0,0.0,0.29,0.31,0.31,9.02,0.74,0.56,2.55,0.37,5.01,3.77,0.7,0.7,0.66,6.0,7.0,1.0,14.0,2.0,3.0,1.0,0.0,0.0,4.0,4.0,4.0,11.0,1.0,2.0,4.0,6.0,0.0,5.0,11.0,0.0,2.0,0.33,0.0,0.41,1.0,0.0,1.0,13.2,13.0,12.26,2.0,0.11,0.44,0.44,0.41,0.38,0.37
847351284815288482092,2025,Greig-Giroux-Cozens,OTT,line,5on5,2,825.0,9.0,0.36,0.44,0.43,6.51,0.4,0.47,1.77,0.22,3.65,2.49,0.39,0.42,0.41,4.0,5.0,6.0,15.0,1.0,0.0,0.0,2.0,0.0,2.0,4.0,3.0,8.0,0.0,0.0,12.0,10.0,2.0,4.0,8.0,1.0,0.0,0.27,0.13,0.0,1.0,0.0,0.0,15.36,9.0,9.16,3.0,0.1,0.0,0.0,0.5,0.52,0.51,8.38,0.73,0.42,2.44,0.33,4.77,3.32,0.69,0.7,0.66,6.0,6.0,7.0,19.0,0.0,2.0,0.0,3.0,0.0,3.0,4.0,6.0,12.0,0.0,0.0,5.0,3.0,2.0,4.0,10.0,1.0,1.0,0.24,0.08,0.41,0.0,0.0,0.0,18.49,12.0,11.71,4.0,0.09,0.43,0.43,0.38,0.36,0.35
847687384774788480762,2025,Robinson-Jankowski-Carrier,CAR,line,5on5,3,1380.0,12.0,0.57,0.5,0.5,9.62,0.71,0.65,2.76,0.39,5.54,3.94,0.7,0.74,0.72,5.0,9.0,7.0,21.0,0.0,2.0,0.0,0.0,0.0,9.0,3.0,5.0,14.0,0.0,0.0,13.0,32.0,1.0,5.0,13.0,1.0,0.0,0.51,0.2,0.0,0.0,0.0,0.0,21.26,14.0,14.31,1.0,0.14,0.23,0.23,0.62,0.63,0.62,9.6,0.54,0.65,2.84,0.42,5.33,4.23,0.52,0.54,0.52,9.0,5.0,7.0,21.0,0.0,2.0,0.0,1.0,0.0,6.0,5.0,9.0,14.0,3.0,6.0,15.0,24.0,1.0,3.0,12.0,1.0,1.0,0.22,0.09,0.23,0.0,0.0,0.0,20.77,14.0,13.72,2.0,0.13,0.25,0.25,0.42,0.42,0.42
84779488481546,2025,Sanheim-York,PHI,pairing,5on5,6,840.0,28.0,0.61,0.3,0.33,4.96,0.69,0.24,1.31,0.14,1.95,1.67,0.68,0.69,0.68,5.0,1.0,2.0,8.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,5.0,6.0,5.0,10.0,4.0,12.0,0.0,4.0,4.0,0.0,2.0,0.09,0.0,0.6,0.0,0.0,0.0,8.05,6.0,5.9,0.0,0.05,0.35,0.35,0.39,0.42,0.42,8.18,0.45,0.47,2.51,0.3,4.83,3.44,0.44,0.44,0.43,6.0,6.0,7.0,19.0,0.0,1.0,0.0,6.0,0.0,4.0,1.0,6.0,12.0,6.0,12.0,2.0,3.0,1.0,1.0,11.0,1.0,0.0,0.3,0.15,0.0,0.0,0.0,0.0,19.04,12.0,11.97,0.0,0.1,0.03,0.03,0.51,0.5,0.5
847637484796618480355,2025,Jeannot-Kastelic-Kuraly,BOS,line,5on5,5,2069.0,15.0,0.3,0.42,0.42,15.0,0.71,0.79,4.12,0.5,8.32,6.56,0.71,0.71,0.7,17.0,4.0,11.0,32.0,1.0,0.0,0.0,4.0,0.0,12.0,4.0,16.0,20.0,8.0,19.0,26.0,45.0,0.0,13.0,20.0,0.0,1.0,0.48,0.0,0.23,1.0,0.0,0.0,31.5,21.0,20.64,4.0,0.16,0.0,0.0,0.88,0.87,0.86,20.43,1.7,1.51,5.17,0.74,11.7,8.19,1.64,1.75,1.69,18.0,11.0,15.0,44.0,1.0,1.0,1.0,4.0,0.0,14.0,9.0,17.0,28.0,7.0,17.0,13.0,22.0,0.0,11.0,21.0,7.0,1.0,0.63,0.82,0.24,0.0,0.0,1.0,45.16,29.0,29.64,7.0,0.32,0.24,0.24,1.77,1.79,1.76
84752188480803,2025,Ekholm-Bouchard,EDM,pairing,5on5,6,4905.0,12.0,0.46,0.46,0.44,39.26,3.15,2.27,9.07,1.27,20.59,16.65,3.06,3.19,3.09,35.0,18.0,24.0,77.0,4.0,2.0,1.0,11.0,0.0,18.0,18.0,31.0,49.0,2.0,4.0,43.0,37.0,10.0,30.0,41.0,10.0,2.0,1.33,1.18,0.64,2.0,2.0,0.0,78.1,53.0,53.54,12.0,0.47,0.57,0.57,3.04,3.05,3.03,48.01,3.77,3.08,12.76,1.82,25.92,19.65,3.67,3.7,3.61,46.0,21.0,22.0,89.0,5.0,7.0,2.0,11.0,0.0,16.0,28.0,41.0,62.0,5.0,10.0,37.0,57.0,6.0,20.0,52.0,11.0,4.0,1.57,1.33,0.88,1.0,2.0,2.0,87.13,67.0,65.64,10.0,0.64,0.85,0.85,3.56,3.5,3.45
84745908483490,2025,Mintyukov-Carlson,ANA,pairing,5on5,6,5952.0,12.0,0.37,0.44,0.44,38.88,2.38,2.39,10.31,1.45,22.09,15.39,2.34,2.36,2.32,35.0,19.0,18.0,72.0,2.0,7.0,1.0,14.0,0.0,13.0,18.0,33.0,52.0,4.0,8.0,38.0,58.0,9.0,35.0,46.0,7.0,1.0,1.38,0.78,0.21,0.0,1.0,1.0,71.3,54.0,53.78,21.0,0.49,1.14,0.36,2.51,2.49,2.47,50.13,4.03,2.78,13.14,1.7,25.67,20.69,3.86,4.1,3.92,48.0,20.0,23.0,91.0,4.0,3.0,2.0,18.0,0.0,20.0,23.0,44.0,64.0,5.0,10.0,47.0,60.0,10.0,22.0,54.0,10.0,4.0,1.45,1.26,1.31,1.0,1.0,2.0,91.71,68.0,68.75,10.0,0.57,0.89,0.89,3.7,3.78,3.74
84768548480035,2025,Lindholm-Jokiharju,BOS,pairing,5on5,1,843.0,3.0,0.33,0.44,0.41,6.05,0.49,0.51,1.46,0.24,3.67,2.63,0.48,0.49,0.49,5.0,4.0,5.0,14.0,0.0,1.0,0.0,1.0,0.0,4.0,3.0,5.0,9.0,2.0,4.0,6.0,11.0,2.0,7.0,8.0,0.0,1.0,0.25,0.0,0.23,0.0,0.0,0.0,13.94,9.0,9.01,2.0,0.1,0.04,0.04,0.56,0.56,0.56,9.34,1.0,0.77,2.43,0.42,4.77,3.61,0.96,0.96,0.91,6.0,7.0,5.0,18.0,0.0,3.0,0.0,1.0,0.0,8.0,1.0,6.0,13.0,0.0,0.0,4.0,7.0,1.0,3.0,8.0,3.0,2.0,0.23,0.32,0.46,0.0,0.0,0.0,17.46,13.0,12.63,1.0,0.17,0.12,0.12,1.05,1.0,0.95
848001884815408483515,2025,Slafkovsk-Suzuki-Caufield,MTL,line,5on5,5,2782.0,16.0,0.36,0.45,0.45,13.75,0.77,0.74,3.75,0.45,7.38,5.91,0.77,0.77,0.77,11.0,8.0,10.0,29.0,0.0,0.0,0.0,3.0,0.0,7.0,9.0,11.0,19.0,1.0,2.0,25.0,32.0,4.0,12.0,17.0,2.0,0.0,0.53,0.23,0.0,0.0,0.0,0.0,29.45,19.0,19.2,3.0,0.15,0.0,0.0,0.92,0.92,0.92,15.82,1.39,1.08,4.11,0.64,9.08,6.69,1.38,1.38,1.37,17.0,6.0,12.0,35.0,4.0,2.0,1.0,5.0,0.0,5.0,7.0,13.0,19.0,5.0,10.0,23.0,36.0,5.0,12.0,17.0,5.0,1.0,0.51,0.64,0.25,3.0,1.0,0.0,34.72,23.0,22.79,7.0,0.23,0.26,0.26,1.36,1.33,1.33
847793484779538481617,2025,Kapanen-Draisaitl-Podkolzin,EDM,line,5on5,5,3113.0,6.0,0.7,0.54,0.55,37.14,3.46,2.3,9.35,1.23,18.31,14.35,3.27,3.45,3.25,38.0,11.0,14.0,63.0,6.0,4.0,2.0,10.0,0.0,15.0,14.0,32.0,43.0,2.0,4.0,35.0,39.0,5.0,18.0,35.0,9.0,5.0,0.82,1.14,1.5,3.0,2.0,1.0,62.3,49.0,48.73,9.0,0.48,1.17,1.17,2.77,2.77,2.7,28.6,1.49,1.61,7.63,1.02,15.76,12.49,1.48,1.52,1.51,22.0,18.0,13.0,53.0,0.0,1.0,0.0,4.0,1.0,15.0,19.0,22.0,40.0,2.0,4.0,28.0,34.0,2.0,16.0,36.0,4.0,0.0,1.05,0.43,0.0,0.0,0.0,0.0,54.99,40.0,41.42,9.0,0.33,0.04,0.04,1.77,1.82,1.81
84752088476879,2025,Dumoulin-Ceci,LAK,pairing,5on5,4,3027.0,10.0,0.42,0.37,0.36,20.01,1.94,1.44,5.48,0.78,9.71,7.65,1.86,1.86,1.78,19.0,8.0,11.0,38.0,1.0,4.0,0.0,3.0,0.0,12.0,7.0,18.0,26.0,5.0,10.0,28.0,43.0,5.0,9.0,18.0,6.0,3.0,0.33,0.88,0.73,0.0,1.0,0.0,36.36,27.0,25.87,5.0,0.31,0.82,0.82,1.43,1.39,1.36,34.51,2.68,2.16,9.25,1.1,18.24,13.57,2.58,2.77,2.65,26.0,21.0,19.0,66.0,1.0,4.0,1.0,4.0,0.0,21.0,17.0,25.0,46.0,5.0,10.0,26.0,39.0,3.0,11.0,38.0,6.0,3.0,0.84,0.84,1.01,0.0,0.0,1.0,69.02,47.0,48.51,6.0,0.45,1.21,1.21,1.93,1.96,1.94
847741684822018483752,2025,Goncalves-James-Bjorkstrand,TBL,line,5on5,2,913.0,3.0,0.27,0.45,0.47,4.79,0.21,0.3,1.34,0.22,2.84,2.08,0.21,0.2,0.19,5.0,2.0,3.0,10.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,5.0,7.0,1.0,2.0,1.0,9.0,3.0,4.0,7.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,9.5,7.0,6.42,3.0,0.06,0.0,0.0,0.27,0.25,0.25,6.3,0.57,0.41,1.84,0.22,2.76,2.21,0.56,0.59,0.58,6.0,2.0,4.0,12.0,3.0,1.0,1.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,6.0,14.0,16.0,2.0,3.0,6.0,1.0,1.0,0.18,0.15,0.24,1.0,1.0,1.0,12.63,8.0,8.35,2.0,0.09,0.24,0.24,0.42,0.45,0.44
84781788482655,2025,Moser-Raddysh,TBL,pairing,5on5,5,4302.0,5.0,0.62,0.62,0.61,41.26,3.51,2.42,11.28,1.47,22.42,15.9,3.35,3.47,3.31,39.0,18.0,26.0,83.0,4.0,6.0,1.0,8.0,0.0,22.0,17.0,35.0,53.0,4.0,8.0,34.0,39.0,5.0,17.0,44.0,9.0,4.0,1.31,1.18,1.02,3.0,1.0,0.0,81.69,57.0,55.85,7.0,0.5,0.95,0.95,3.06,3.01,2.97,26.26,2.13,1.57,6.85,0.91,13.93,10.61,2.11,2.18,2.16,22.0,14.0,14.0,50.0,2.0,3.0,1.0,3.0,0.0,9.0,19.0,20.0,34.0,7.0,14.0,42.0,60.0,6.0,22.0,28.0,6.0,2.0,0.93,0.66,0.53,0.0,1.0,1.0,51.12,36.0,36.88,12.0,0.33,0.53,0.53,1.93,1.99,1.99
84773658478854,2025,Shea-Clifton,PIT,pairing,5on5,3,1662.0,8.0,0.73,0.57,0.54,12.95,1.05,0.86,3.91,0.53,7.63,5.01,1.0,1.01,0.96,12.0,7.0,7.0,26.0,0.0,2.0,0.0,2.0,0.0,9.0,6.0,12.0,19.0,2.0,4.0,10.0,23.0,1.0,5.0,15.0,3.0,1.0,0.32,0.5,0.23,0.0,0.0,0.0,24.85,19.0,18.38,3.0,0.18,0.25,0.25,0.98,0.94,0.93,11.26,0.39,0.57,3.25,0.4,6.52,4.88,0.37,0.39,0.38,9.0,7.0,4.0,20.0,1.0,0.0,0.0,3.0,0.0,4.0,8.0,8.0,15.0,6.0,12.0,15.0,24.0,2.0,10.0,16.0,0.0,0.0,0.39,0.0,0.0,1.0,0.0,0.0,20.32,16.0,16.29,7.0,0.12,0.0,0.0,0.5,0.51,0.49
84808008482122,2025,Hughes-Faber,MIN,pairing,5on5,6,7314.0,6.0,0.53,0.53,0.53,68.16,5.24,4.25,17.88,2.34,37.54,27.75,4.96,5.25,4.97,66.0,29.0,27.0,122.0,7.0,7.0,2.0,10.0,0.0,36.0,35.0,59.0,88.0,9.0,18.0,69.0,44.0,4.0,27.0,74.0,16.0,5.0,1.75,1.91,1.59,4.0,1.0,2.0,123.04,95.0,95.96,14.0,0.88,1.92,1.92,4.2,4.24,4.16,62.5,4.62,3.95,16.29,2.14,33.49,24.51,4.48,4.59,4.45,58.0,27.0,24.0,109.0,1.0,7.0,0.0,18.0,0.0,23.0,36.0,57.0,84.0,8.0,16.0,64.0,53.0,9.0,23.0,69.0,13.0,3.0,1.95,1.62,1.05,0.0,1.0,0.0,109.36,85.0,85.19,10.0,0.82,1.51,1.51,3.93,3.94,3.83
847751184817258485414,2025,Soderblom-Kindel-Mantha,PIT,line,5on5,5,2462.0,16.0,0.52,0.59,0.55,18.45,1.34,1.2,5.12,0.65,10.47,7.22,1.3,1.36,1.32,15.0,11.0,15.0,41.0,1.0,2.0,0.0,1.0,0.0,14.0,8.0,14.0,25.0,2.0,4.0,10.0,34.0,3.0,18.0,22.0,2.0,2.0,0.66,0.25,0.43,0.0,0.0,1.0,40.96,26.0,26.32,6.0,0.25,0.39,0.23,1.36,1.37,1.35,15.27,1.23,0.97,3.8,0.47,8.49,6.04,1.17,1.21,1.16,17.0,4.0,7.0,28.0,2.0,1.0,0.0,4.0,0.0,7.0,7.0,15.0,19.0,2.0,4.0,25.0,26.0,3.0,16.0,16.0,4.0,1.0,0.39,0.53,0.3,2.0,0.0,0.0,27.93,21.0,21.07,8.0,0.2,0.3,0.3,1.12,1.11,1.11
84793258481219,2025,Aspirot-Mcavoy,BOS,pairing,5on5,5,3275.0,11.0,0.46,0.48,0.43,23.1,1.49,1.4,5.77,0.81,13.19,9.34,1.45,1.56,1.52,19.0,13.0,19.0,51.0,4.0,2.0,0.0,2.0,0.0,12.0,12.0,15.0,28.0,5.0,13.0,30.0,40.0,1.0,20.0,27.0,4.0,1.0,0.77,0.47,0.25,3.0,1.0,0.0,52.39,32.0,33.1,7.0,0.29,0.26,0.26,1.52,1.59,1.57,29.98,1.72,1.96,8.3,1.02,17.15,11.85,1.67,1.7,1.65,23.0,19.0,13.0,55.0,4.0,2.0,0.0,5.0,0.0,21.0,10.0,19.0,38.0,6.0,15.0,31.0,47.0,1.0,21.0,37.0,5.0,0.0,1.04,0.68,0.0,3.0,1.0,0.0,54.52,42.0,41.66,11.0,0.41,0.28,0.28,1.85,1.84,1.78
847569284774518478864,2025,Kaprizov-Hartman-Zuccarello,MIN,line,5on5,3,1981.0,3.0,0.49,0.53,0.51,15.35,1.39,1.05,3.91,0.6,8.55,6.51,1.27,1.46,1.33,12.0,10.0,10.0,32.0,4.0,1.0,1.0,2.0,0.0,9.0,6.0,8.0,18.0,1.0,2.0,17.0,14.0,3.0,11.0,17.0,3.0,2.0,0.47,0.3,0.63,2.0,1.0,1.0,33.81,22.0,23.12,3.0,0.22,0.34,0.34,1.27,1.31,1.29,15.57,1.42,0.88,4.12,0.47,8.21,5.9,1.39,1.36,1.34,13.0,8.0,7.0,28.0,1.0,1.0,0.0,4.0,0.0,9.0,6.0,12.0,20.0,2.0,4.0,15.0,23.0,5.0,10.0,17.0,3.0,1.0,0.43,0.45,0.53,0.0,1.0,0.0,26.91,21.0,20.25,7.0,0.18,0.53,0.53,1.07,1.03,1.02
84769678484258,2025,Kulak-Malinski,COL,pairing,5on5,4,2976.0,7.0,0.42,0.47,0.51,20.04,0.88,1.15,5.79,0.67,11.93,8.58,0.87,0.88,0.88,15.0,14.0,20.0,49.0,0.0,0.0,0.0,5.0,1.0,18.0,5.0,15.0,29.0,4.0,8.0,24.0,26.0,3.0,18.0,27.0,2.0,0.0,0.63,0.24,0.0,0.0,0.0,0.0,50.42,29.0,29.71,8.0,0.24,0.0,0.0,1.11,1.12,1.11,20.2,1.19,1.13,5.84,0.73,10.83,8.27,1.19,1.19,1.18,19.0,9.0,28.0,56.0,0.0,1.0,0.0,9.0,0.0,9.0,9.0,19.0,28.0,3.0,6.0,24.0,45.0,3.0,13.0,24.0,2.0,2.0,0.49,0.27,0.43,0.0,0.0,0.0,54.96,28.0,26.9,7.0,0.24,0.23,0.23,1.2,1.19,1.19
847798984784398485406,2025,Konecny-Dvorak-Martone,PHI,line,5on5,5,2923.0,6.0,0.47,0.47,0.49,22.7,1.41,1.43,6.41,0.88,13.19,9.69,1.34,1.39,1.33,18.0,15.0,12.0,45.0,5.0,3.0,0.0,3.0,0.0,13.0,9.0,13.0,28.0,4.0,8.0,26.0,42.0,11.0,17.0,30.0,1.0,2.0,0.83,0.11,0.47,5.0,0.0,0.0,45.17,33.0,32.99,7.0,0.3,0.51,0.51,1.2,1.2,1.19,25.36,1.56,1.57,7.25,0.89,13.7,10.02,1.54,1.54,1.52,20.0,15.0,16.0,51.0,1.0,2.0,0.0,3.0,0.0,13.0,16.0,19.0,34.0,3.0,6.0,21.0,38.0,7.0,14.0,30.0,4.0,1.0,0.87,0.43,0.26,0.0,1.0,0.0,50.97,35.0,35.14,5.0,0.33,0.34,0.34,1.55,1.56,1.54
847750884827038484509,2025,Dach-Lazar-Samanski,EDM,line,5on5,3,602.0,25.0,0.44,0.28,0.27,3.31,0.5,0.28,0.86,0.1,1.34,0.93,0.47,0.51,0.47,2.0,2.0,1.0,5.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,2.0,7.0,10.0,1.0,3.0,2.0,1.0,1.0,0.07,0.1,0.34,0.0,0.0,1.0,5.11,4.0,3.92,0.0,0.06,0.43,0.43,0.13,0.14,0.13,7.16,0.64,0.58,1.63,0.3,4.63,3.22,0.61,0.63,0.61,6.0,5.0,2.0,13.0,0.0,1.0,0.0,4.0,0.0,5.0,1.0,6.0,11.0,1.0,2.0,4.0,11.0,0.0,2.0,7.0,4.0,0.0,0.17,0.47,0.0,0.0,0.0,0.0,12.46,11.0,10.79,2.0,0.12,0.17,0.17,0.59,0.59,0.58
84717248478450,2025,Wotherspoon-Letang,PIT,pairing,5on5,6,698.0,39.0,0.25,0.36,0.36,2.9,0.11,0.13,0.69,0.11,1.55,1.41,0.11,0.11,0.11,3.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,7.0,0.0,4.0,4.0,0.0,0.0,0.11,0.0,0.0,1.0,0.0,0.0,5.05,4.0,4.02,2.0,0.03,0.03,0.03,0.11,0.11,0.11,5.22,0.34,0.33,1.4,0.15,2.58,2.2,0.33,0.33,0.32,6.0,1.0,2.0,9.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,6.0,7.0,0.0,0.0,1.0,8.0,3.0,2.0,6.0,1.0,0.0,0.16,0.17,0.0,0.0,0.0,0.0,8.96,7.0,6.91,0.0,0.07,0.17,0.17,0.23,0.23,0.23
